,0,1,2,4,5,6,7,8,9,Petrol,Diesel,CNG
1381,7750,77,54439,86,1,0,1300,3,1015,1,0,0
1382,5950,69,53809,110,1,0,1600,3,1050,1,0,0
1383,10950,76,53133,110,1,0,1600,5,1070,1,0,0
1384,9450,77,52900,110,1,0,1600,4,1075,1,0,0
1385,8250,80,52700,110,0,0,1600,3,1050,1,0,0
1386,9750,69,52320,110,0,0,1600,5,1070,1,0,0
1387,7450,78,52287,110,0,0,1600,5,1114,1,0,0
1388,8750,75,52000,110,0,0,1600,5,1075,1,0,0
1389,8750,69,52000,110,1,0,1600,3,1050,1,0,0
1390,8500,73,52000,110,1,1,1600,4,1065,1,0,0
1391,8950,70,51874,86,0,0,1300,4,1000,1,0,0
1392,7500,79,49827,86,1,0,1300,5,1035,1,0,0
1393,7250,69,49640,110,1,0,1600,4,1035,1,0,0
1394,7450,80,49580,110,1,0,1600,4,1035,1,0,0
1395,8750,76,49170,86,0,0,1300,3,1045,1,0,0
1396,9800,77,48838,110,0,0,1600,3,1055,1,0,0
1397,7500,71,48576,86,1,0,1300,3,1015,1,0,0
1398,8950,75,48400,110,1,0,1600,5,1075,1,0,0
1399,8950,74,48242,86,1,0,1300,5,1035,1,0,0
1400,7450,70,47955,110,1,0,1600,5,1070,1,0,0
1401,8950,71,47633,110,1,0,1600,5,1075,1,0,0
1402,10500,78,47400,86,1,0,1300,5,1040,1,0,0
1403,7000,73,47360,86,0,0,1300,3,1010,1,0,0
1404,8500,77,45507,110,1,0,1600,3,1050,1,0,0
1405,7750,76,45410,86,1,0,1300,5,1035,1,0,0
1406,8950,70,44850,110,1,0,1600,3,1050,1,0,0
1407,8250,69,44826,110,0,0,1600,5,1075,1,0,0
1408,9250,80,44444,110,1,0,1600,3,1050,1,0,0
1409,7900,75,43720,110,1,0,1600,5,1070,1,0,0
1410,8500,78,43622,86,1,0,1300,4,1000,1,0,0
1411,7950,76,43532,110,0,0,1600,5,1070,1,0,0
1412,9950,69,42800,110,1,0,1600,3,1050,1,0,0
1413,8750,74,42317,107,1,1,1600,5,1100,1,0,0
1414,7500,80,42186,110,1,0,1600,3,1050,1,0,0
1415,6950,72,42000,110,1,0,1600,3,1050,1,0,0
1416,8950,79,40093,110,0,0,1600,5,1114,1,0,0
1417,8750,79,39800,107,0,1,1600,3,1080,1,0,0
1418,7750,73,39168,86,0,0,1300,3,1015,1,0,0
1419,8450,75,38945,110,1,0,1600,3,1050,1,0,0
1420,8150,76,36537,110,0,1,1600,4,1075,1,0,0
1421,8500,78,36000,86,0,1,1300,3,1045,1,0,0
1422,7600,78,36000,110,1,0,1600,3,1050,1,0,0
1423,7950,80,35821,86,0,1,1300,3,1015,1,0,0
1424,7750,73,34717,86,0,0,1300,3,1015,1,0,0
1425,7950,80,34000,86,1,0,1300,4,1000,1,0,0
1426,9950,78,30964,110,0,1,1600,3,1080,1,0,0
1427,8950,71,29000,86,1,1,1300,3,1045,1,0,0
1428,8450,72,26000,86,0,0,1300,3,1015,1,0,0
1429,8950,78,24000,86,1,1,1300,5,1065,1,0,0
1430,8450,80,23000,86,0,0,1300,3,1015,1,0,0
1431,7500,69,20544,86,1,0,1300,3,1025,1,0,0
1432,10845,72,19000,86,0,0,1300,3,1015,1,0,0
1433,8500,71,17016,86,0,0,1300,3,1015,1,0,0
1434,7250,70,16916,86,1,0,1300,3,1015,1,0,0
1435,6950,76,1,110,0,0,1600,5,1114,1,0,0
